BSN,NAME,PLZ,Berliner Adresse,Telefonnummer,Fax,eMail-Adresse,Internetadresse,Traeger,Bezirk,Schultyp,latitude,longitude,full_time_school,Aerobic,Afrikanisch Trommeln,Aikido,Akkordeon,Akrobatik,Altgriechisch,Aquarellmalerei,Aquarianer,Arabisch,Archäologie,Artistik,Arts & Crafts,Astronomie,Astrophysik,Atelier,Ausdauerlauf,Ausflüge,Autobiographische Geschichten,Backen,Badminton,Ballett,Ballspiele,Ballsport,Ballsport und Badminton,Band,Basketball,Basteln,Basteln mit Leder,Bauchtanz,Beratung in Ausbildungsfragen,Bewegung,Bewegung und Musik,Bewegungsspiele,Bibliothek,Big Band,Bigband,Bildbearbeitung,Bildende Kunst,Bildhauerei,Billard,Biologie,Blasorchester,Blechbläser,Blockflöte,Blockflötenensemble,Blockföte,Blumenbinden,Blumenstecken,Bläser,Bläser-AG,Bläserensemble,Bläsergruppe,Bläserklasse,Bogenschießen,Bogensport,Boxen,Brandschutz,Break-Dance,Breakdance,Brettspiele,Brötchen backen,Buchbinden,Buchillustrationen,Buchwerkstatt,Buddy-Projekt,Bücher,Büchercafé,Bücherei,Bühnentechnik,Cafeteria,Cambridge Proficiency,Cambridge Test,Capoeira,Cello,Chanson,Chemie,Chemie-Kids,Chinesisch,Chor,Cine Español,Combo,Comedy,Comic zeichnen,Computer,Computer und Internet,Computer-Präsentationen,Computerkurs,Computerkurse,Computerspiele,Computertechnik,DELF,DELF-Diplom,Dance for Kids,Darstellendes Spiel,Dart,Debating-Club,Debattierclub,Debattieren,Debattierklub,Design,Deutsch,Diabolo,Digitale Animation,Digitale Fotografie,Drachenboot,Drucken,Drucktechniken,Druckwerkstatt,Einrad,Einradfahren,Eishockey,Elektronik,Elektronische Musik,Eltern-Lehrer-Chor,Embossing,Encaustic,Energie,Energieeinsparung,Englisch,Englisch-Theater,Englische Kinderliteratur,English,English Literature,Ensemble,Entspannung,Entspannung im Wasser,Erinnerungskultur,Erkunden anderer Länder,Ernährung,Ersthelfer,Event-AG,Events,Experimente,Fahrrad,Fahrradreparaturen,Fahrradwerkstatt,Farbtanz,Fechten,Federball,Film,Film und Fotografie,Film-Musik,Filmabende,Filmclub,Filmschnitt,Filzen,Fitness,Fliesengestaltung,Floristik,Flöte,Flöten,Forschung,Foto,Foto und Film,Fotografie,Frankreich,Französisch,Französisch Kochen,Freilandbiologie,Frisbee,Frisur und Kosmetik,Fußball,Fußball oder Kraftsport,Fußball und Spiele,Gardening,Garten,Gartenarbeit,Gartenbau,Geologie,Geräteturnen,Gesang,Geschichte,Geschichten schreiben,Geschichten und Lieder,Geschichtswerkstatt,Gesellschaftsspiele,Gestalten,Gestaltung,Gesunde Ernährung,Gitarre,Gitarren-AG,Gitarren-Ensemble,Gitarrenunterricht,Gleitschirmfliegen,Golf,Graffiti,Griechisch,Griechisches Theater,Gymnastik,HTML,Handarbeit,Handarbeiten,Handball,Handwerk,Handwerken,Hardware,Hausaufgaben,Hausaufgabenbetreuung,Hausmusik,Hebräisch,Heilpädagogisches Malen,HipHop,Hochbegabtenförderung,Hockey,Holzarbeiten,Holzbearbeitung,Holzbläser-Ensemble,Holzwerkstatt,Homepage,Honig,Horn-AG,Hunde,Hörspiel,Hörspiele,IT,Imkerei,Improvisationen,Informatik,Informationstechnik,Inline Skating,Inlineskate-Hockey,Inlineskaten,Instrumental,Instrumental-AG,Instrumentalkreis,Instrumentalunterricht,Instrumente,Instrumentenfindung,Internet,Italienisch,Italinenisch,Jahrbuch,Japanisch,Jazz,Jazz Band,Jazz Dance,Jazzband,Jonglieren,Judo,Jugend forscht,Jugendliteratur,Juggersport,Junge Historiker,Jungen-AG,Jungenclub,Jungengruppe,Kampfsport,Kaninchen und Nager,Kanu,Karaoke,Karate,Karinette,Keramik,Keyboard,Kinder in anderen Ländern,Kinder-Mutmach-Gruppe,Kinderatelier,Kino,Klarinetten-AG,Klavier,Klettern,Klima,Knobelkiste,Knobeln,Kochen,Kochen und Backen,Kochkurse,Konfliktlotse,Konfliktlotsen,Konsum-Global,Kreativ-AG,Kreativkurse,Kräuterhexe,Kung Fu,Kunst,Kunst Experten,Kunst und Fremdsprachen,Kunst-Werkstatt,Kunstbau,Kurzfilm,LEGO-Mindstorms,Lacrosse,Latein,Laufen,Lebenskunde,Lecturas,Lego,Lego City,Lego-League,Leichtathletik,Lernwerkstatt,Lese Experten,Leseclub,Lesen,Leseprofis,Leseratten,Liftband,Line Dance,Linedance,Literatur,Literaturwerkstatt,Lyrikkreis,Malen,Malen und Zeichnen,Malerei,Malkurse,Manga,Maskenbau,Mathe,Mathe Plus,Mathematik,Mathematik-Literatur,Mathematikwettbewerb Ideefix,Mediation,Mediatoren,Medien,Medien und Kommunikation,Medien- und Bildgestaltung,Medienecken,Mediengestaltung,Meditation,Metall,Metrische Räume und Anwendungen,Mini-Marathon,Mode,Mode und Design,Modedesign,Model United Nations,Modellbau,Modellbau und Basteln,Modellieren,Modern Dance,Moderne Spiele,Mofa,Mofa-Fahren mit Verstand,Mofa-Kurs,Mofakurs,Multimedia,Musical,Musik,Musiktheater,Musizieren,Mädchen-AG,Mädchenclub,Mädchengruppe,Märchen,Märchenprojekte,Mäusepflege,NAWI-Experimente,Nachhilfe,Nadel und Faden,Natur,Natur und Technik,Naturforscher,Naturkunde,Naturschutz-Jugend,Naturwissenschaft,Naturwissenschaften,Netzwerke,Neugriechisch,Norwegisch,Nähen,Oboe,Online-Werkstatt,Orchester,Orgel,Orientalischer Tanz,PC,PC-comp@ss,Pantomime,Papier,Papier- und Buchwerkstatt,Percussion,Perlenarbeiten,Pflanzenkunde,Philosophie,Physik,Physik Fachhelfer,Physik und Computer,Physik und Jugend forscht,Plastisches Gestalten,Podcast,Politik,Politische Bildung,Polnisch,Popband & Jazz-Combo,Popchor,Praktikumsvorbereitung,Psychologie,Puppenspiel,Puppentheater,Querflöten-AG,Querflötenensemble,Radfahren,Radio,Rap,Reise zur Stille,Reiten,Religion,Religion und Philosophie,Rhythmik,Rhythmus,Ringen,Roberta,Roberta (Roboterprojekt),Robocup,Roboter,Robotics,Robotik,Rockband,Rollstuhlsport,Rudern,Rugby,Russisch,Safer Skating,Sambaensemble,Saxofon,Saxophon,Schach,Schauspiel,Schlagzeug,Schlaue Algorithmen für knifflige Probleme,Schlaufuchs,Schmuck,Schmökerstunde,Schreibwerkstatt,Schulband,Schulcafé,Schuldruckerei,Schule ohne Rassismus - Schule mit Courage,Schule ohne Rassismus- Schule mit Courage,Schulgarten,Schulgeschichte,Schulhausgestaltung,Schulhof-AG,Schulhofgestaltung,Schulhomepage,Schulradio,Schulsanitäter,Schulsanitätsdienst,Schulteich,Schwimmen,Schülerbücherei,Schülerclub,Schülerfirma,Schülerradio,Schülerzeitung,Segelflug,Segeln,Seidenmalerei,Selbstverteidigung,Server- und Webprogrammierung,Siebdruck,Singen,Singen-Tanzen-Spielen,Singespatzen,Skat,Skateboard,Skaten,Skating,Skifahrten,Skilanglauf,Solarboote,Solarenergie,Sozial-AG,Spanisch,Spiel- und Bewegungslieder,Spiele,Spiele und Bewegung,Spielschwimmen,Sport,Sport und Spiel,Sportangebote,Sportspiele,Spotspiele,Sprachen,Sprachförderung,Sprachkundigenprüfung,Stadtsafari,Steelband,Sternstunden,Sticken,Streetdance,Streicher,Streicher-AG,Streicher-Ensemble,Streichinstrumente,Streitschlichter,Stressworkout,Taekwondo,Tai Chi Kineo,Tanz,Tanzen,Tanztheater,Tanztherapie,Tastaturlehrgang,Tauchen,Technik,Tennis,Teppichknüpfen,Textil,Textiles Gestalten,Textilwerkstatt,Theater,Theater und Zirkus,Theatergruppe,Theaterspiel und Kulissenbau,Theatertechnik,Tiere,Tierpflege,Tischtennis,Tonstudio,Tontechnik,Training für die Physikolympiade,Trampolin,Triathlon,Trickfilm,Trommeln,Turnen,Turnen und Tanz,Töpfern,Türkisch,UNESCO,Umwelt,Umweltdetektive,Ungarisch,Veranstaltungsorganisation,Veranstaltungstechnik,Verkehrsgarten,Video,Videoschnitt,Violinenunterricht,Volleyball,Vorbereitung Cambridge-Sprachdiplom,Vorbereitung DELF-Sprachdiplom,Vorbereitung auf den MSA,Vororchester,Walderkundung,Waldküche,Wandmalerei,Waveboard,Website,Werken,Werkstatt,Windsurfen,Wirtschaft,Wissenschaft,Wortspiele,Writing,Yoga,Zauberei,Zaubern,Zeitung,Zirkus,Zirkuskünste,Zirkusprojekte,Zoo,Zweifelderball,japanisch,kreatives Gestalten,kreatives Schreiben,künstlerisches Gestalten
10000000000000,Seminar für Waldorfpädagogik Berlin e.V.,10178,Weinmeisterstr. 16,6187073,27891878,info@waldorfseminar.berlin,http://waldorfseminar.berlin,öffentlich,Mitte,Ergänzungsschule,52.526074699999995,13.404584699999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000000000000000,ProInform International Academy Berlin,10117,Friedrichstr. 200,22334433,24535982,proinform@arcor.de,,öffentlich,Mitte,Ergänzungsschule,52.50901410000001,13.389779999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000000000000000000,Pflegeschule am Brandenburger Tor,10117,Wilhelmstr. 88,22489965,22489967,pflegedienst@01019freenet.de,,öffentlich,Mitte,Ergänzungsschule,52.513075300000004,13.3817536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000000000000000905969664,GPB Gesellschaft für Personalentwicklung und Bildung mbH,10117,Beuthstr. 7-8,9339480,93772355,beratung@gpb.de,http://www.gpb.de,öffentlich,Mitte,Ergänzungsschule,52.51042389999999,13.4011702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000000000000004764729344,Berlitz Sprachschule Berlin Mitte,10117,Friedrichstr. 95,2042124,2042161,berlin4@berlitz.de,http://www.berlitz.de/berlin,öffentlich,Mitte,Ergänzungsschule,52.51937435,13.389809953157272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000000000000013287555072,pixelapostel GmbH,10553,Wiebestr. 46,667767630,6677676316,,http://www.pixelapostel.de,öffentlich,Mitte,Ergänzungsschule,52.52746020000001,13.3188595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9999999999999999583119736832,LINGUA FRANCA Sprachenschule,10117,Mauerstr. 77,86398080,86398082,info@lingua-franca.de,http://www.lingua-franca.de,öffentlich,Mitte,Ergänzungsschule,52.5093384,13.3880343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99999999999999991433150857216,inlingua Sprachcenter Berlin GmbH,10117,Kronenstr. 55,88471190,884711999,info@inlingua-berlin.de,http://www.inlingua-berlin.de,öffentlich,Mitte,Ergänzungsschule,52.5114066,13.390959299999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9999999999999999635896294965248,Maskenbildnerschule Hasso von Hugo GmbH,10785,Lützowstr. 105,6135620,6135720,kontakt@maskenbildnerschule.de,http://www.maskenbildnerschule.de,öffentlich,Mitte,Ergänzungsschule,52.5020596,13.3691052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000000000000005366162204393472,Wave Akademie für Digitale Medien UG (haftungsbeschränkt),10115,Strelitzer Str. 60,28869519,28869486,info@wave-akademie.de,http://www.wave-akademie.de,öffentlich,Mitte,Ergänzungsschule,52.53553345,13.394575127036926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999999999999945575230987042816,Kosmetikcollege-Inspiration,10117,Französische Str. 28,81493664,68408288,info@inspiration-kosmetikcollege.de,http://www.inspiration-kosmetikcollege.de,öffentlich,Mitte,Ergänzungsschule,52.514943200000005,13.3937187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9999999999999999455752309870428160,Berlin Metropolitan School,10115,Linienstr. 122-124,88727390,887273920,info@metropolitanschool.com,http://www.metropolitanschool.com/en/home.html,öffentlich,Mitte,Ergänzungsschule,52.5277451,13.393869800000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99999999999999996863366107917975552,NEUE Schule für Fotografie Berlin,10119,Brunnenstr. 188-190,28046862,,info@neue-schule-berlin.com,http://www.neue-schule-berlin.com,öffentlich,Mitte,Ergänzungsschule,52.530947700000006,13.3999915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000000000000042420637374017961984,Danceworks berlin eG,13347,"Oudenarder Straße 16,",78892887,78892885,info@danceworks-ev.de,http://www.danceworks-ev.de,öffentlich,Mitte,Ergänzungsschule,52.55273945,13.360634549913652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
